Motion Sensor Data File Thu, Oct 07, 2021 10:26 AM
Time (s)	Distance (cm)	Dist Error (cm)
6.630	19.826	0.239
6.640	19.982	0.239
6.650	20.116	0.239
6.660	20.264	0.239
6.670	20.389	0.239
6.680	20.537	0.239
6.690	20.676	0.239
6.700	20.788	0.239
6.710	20.919	0.239
6.720	21.015	0.239
6.730	21.119	0.239
6.740	21.206	0.239
6.750	21.293	0.239
6.760	21.371	0.239
6.770	21.424	0.239
6.780	21.477	0.239
6.790	21.504	0.239
6.800	21.540	0.239
6.810	21.549	0.239
6.820	21.555	0.239
6.830	21.552	0.239
6.840	21.523	0.239
6.850	21.494	0.239
6.860	21.435	0.239
6.870	21.384	0.239
6.880	21.312	0.239
6.890	21.236	0.239
6.900	21.143	0.239
6.910	21.040	0.239
6.920	20.938	0.239
6.930	20.811	0.239
6.940	20.695	0.239
6.950	20.572	0.239
6.960	20.419	0.239
6.970	20.295	0.239
6.980	20.141	0.239
6.990	20.005	0.239
7.000	19.873	0.239
7.010	19.740	0.239
7.020	19.608	0.239
7.030	19.464	0.239
7.040	19.340	0.239
7.050	19.195	0.239
7.060	19.080	0.239
7.070	18.952	0.239
7.080	18.846	0.239
7.090	18.744	0.239
7.100	18.642	0.239
7.110	18.552	0.239
7.120	18.468	0.239
7.130	18.409	0.239
7.140	18.367	0.239
7.150	18.321	0.239
7.160	18.300	0.239
7.170	18.284	0.239
7.180	18.290	0.239
7.190	18.295	0.239
7.200	18.327	0.239
7.210	18.366	0.239
7.220	18.402	0.239
7.230	18.468	0.239
7.240	18.529	0.239
7.250	18.612	0.239
7.260	18.695	0.239
7.270	18.803	0.239
7.280	18.916	0.239
7.290	19.024	0.239
7.300	19.150	0.239
7.310	19.255	0.239
7.320	19.402	0.239
7.330	19.532	0.239
7.340	19.676	0.239
7.350	19.823	0.239
7.360	19.970	0.239
7.370	20.113	0.239
7.380	20.247	0.239
7.390	20.386	0.239
7.400	20.525	0.239
7.410	20.655	0.239
7.420	20.781	0.239
7.430	20.898	0.239
7.440	21.015	0.239
7.450	21.107	0.239
7.460	21.211	0.239
7.470	21.307	0.239
7.480	21.373	0.239
7.490	21.438	0.239
7.500	21.487	0.239
7.510	21.535	0.239
7.520	21.553	0.239
7.530	21.576	0.239
7.540	21.590	0.239
7.550	21.574	0.239
7.560	21.558	0.239
7.570	21.521	0.239
7.580	21.478	0.239
7.590	21.415	0.239
7.600	21.356	0.239
7.610	21.284	0.239
7.620	21.182	0.239
7.630	21.089	0.239
7.640	20.982	0.239
7.650	20.872	0.239
7.660	20.753	0.239
7.670	20.625	0.239
7.680	20.488	0.239
7.690	20.352	0.239
7.700	20.216	0.239
7.710	20.066	0.239
7.720	19.930	0.239
7.730	19.780	0.239
7.740	19.639	0.239
7.750	19.503	0.239
7.760	19.362	0.239
7.770	19.230	0.239
7.780	19.098	0.239
7.790	18.983	0.239
7.800	18.877	0.239
7.810	18.766	0.239
7.820	18.677	0.239
7.830	18.579	0.239
7.840	18.499	0.239
7.850	18.435	0.239
7.860	18.368	0.239
7.870	18.352	0.239
7.880	18.314	0.239
7.890	18.298	0.239
7.900	18.282	0.239
7.910	18.296	0.239
7.920	18.323	0.239
7.930	18.320	0.239
7.940	18.373	0.239
7.950	18.417	0.239
7.960	18.487	0.239
7.970	18.557	0.239
7.980	18.653	0.239
7.990	18.748	0.239
8.000	18.844	0.239
8.010	18.974	0.239
8.020	19.091	0.239
8.030	19.217	0.239
8.040	19.343	0.239
8.050	19.469	0.239
8.060	19.612	0.239
8.070	19.746	0.239
8.080	19.898	0.239
8.090	20.037	0.239
8.100	20.188	0.239
8.110	20.336	0.239
8.120	20.457	0.239
8.130	20.600	0.239
8.140	20.717	0.239
8.150	20.843	0.239
8.160	20.952	0.239
8.170	21.061	0.239
8.180	21.161	0.239
8.190	21.243	0.239
8.200	21.331	0.239
8.210	21.392	0.239
8.220	21.457	0.239
8.230	21.493	0.239
8.240	21.537	0.239
8.250	21.564	0.239
8.260	21.570	0.239
8.270	21.571	0.239
8.280	21.546	0.239
8.290	21.521	0.239
8.300	21.484	0.239
8.310	21.425	0.239
8.320	21.366	0.239
8.330	21.285	0.239
8.340	21.200	0.239
8.350	21.098	0.239
8.360	21.005	0.239
8.370	20.903	0.239
8.380	20.775	0.239
8.390	20.665	0.239
8.400	20.524	0.239
8.410	20.396	0.239
8.420	20.259	0.239
8.430	20.119	0.239
8.440	19.991	0.239
8.450	19.829	0.239
8.460	19.697	0.239
8.470	19.573	0.239
8.480	19.441	0.239
8.490	19.304	0.239
8.500	19.172	0.239
8.510	19.061	0.239
8.520	18.938	0.239
8.530	18.840	0.239
8.540	18.738	0.239
8.550	18.658	0.239
8.560	18.556	0.239
8.570	18.480	0.239
8.580	18.425	0.239
8.590	18.374	0.239
8.600	18.337	0.239
8.610	18.329	0.239
8.620	18.326	0.239
8.630	18.332	0.239
8.640	18.337	0.239
8.650	18.373	0.239
8.660	18.404	0.239
8.670	18.456	0.239
8.680	18.514	0.239
8.690	18.571	0.239
8.700	18.666	0.239
8.710	18.749	0.239
8.720	18.858	0.239
8.730	18.954	0.239
8.740	19.075	0.239
8.750	19.188	0.239
8.760	19.327	0.239
8.770	19.466	0.239
8.780	19.596	0.239
8.790	19.734	0.239
8.800	19.869	0.239
8.810	20.020	0.239
8.820	20.164	0.239
8.830	20.298	0.239
8.840	20.428	0.239
8.850	20.558	0.239
8.860	20.692	0.239
8.870	20.797	0.239
8.880	20.927	0.239
8.890	21.031	0.239
8.900	21.123	0.239
8.910	21.219	0.239
8.920	21.293	0.239
8.930	21.367	0.239
8.940	21.420	0.239
8.950	21.472	0.239
8.960	21.508	0.239
8.970	21.527	0.239
8.980	21.545	0.239
8.990	21.533	0.239
9.000	21.526	0.239
9.010	21.505	0.239
9.020	21.459	0.239
9.030	21.417	0.239
9.040	21.354	0.239
9.050	21.286	0.239
9.060	21.197	0.239
9.070	21.108	0.239
9.080	21.019	0.239
9.090	20.908	0.239
9.100	20.789	0.239
9.110	20.665	0.239
9.120	20.538	0.239
9.130	20.397	0.239
9.140	20.273	0.239
9.150	20.137	0.239
9.160	19.996	0.239
9.170	19.851	0.239
9.180	19.710	0.239
9.190	19.583	0.239
9.200	19.438	0.239
9.210	19.314	0.239
9.220	19.178	0.239
9.230	19.050	0.239
9.240	18.960	0.239
9.250	18.846	0.239
9.260	18.748	0.239
9.270	18.663	0.239
9.280	18.574	0.239
9.290	18.506	0.239
9.300	18.439	0.239
9.310	18.397	0.239
9.320	18.355	0.239
9.330	18.339	0.239
9.340	18.327	0.239
9.350	18.320	0.239
9.360	18.334	0.239
9.370	18.348	0.239
9.380	18.383	0.239
9.390	18.419	0.239
9.400	18.484	0.239
9.410	18.559	0.239
9.420	18.637	0.239
9.430	18.733	0.239
9.440	18.829	0.239
9.450	18.942	0.239
9.460	19.067	0.239
9.470	19.181	0.239
9.480	19.319	0.239
9.490	19.445	0.239
9.500	19.584	0.239
9.510	19.701	0.239
9.520	19.831	0.239
9.530	19.987	0.239
9.540	20.113	0.239
9.550	20.260	0.239
9.560	20.382	0.239
9.570	20.525	0.239
9.580	20.655	0.239
9.590	20.781	0.239
9.600	20.911	0.239
9.610	21.011	0.239
9.620	21.115	0.239
9.630	21.202	0.239
9.640	21.294	0.239
9.650	21.359	0.239
9.660	21.425	0.239
9.670	21.478	0.239
9.680	21.509	0.239
9.690	21.540	0.239
9.700	21.550	0.239
9.710	21.560	0.239
9.720	21.557	0.239
9.730	21.528	0.239
9.740	21.499	0.239
9.750	21.444	0.239
9.760	21.398	0.239
9.770	21.326	0.239
9.780	21.250	0.239
9.790	21.165	0.239
9.800	21.059	0.239
9.810	20.965	0.239
9.820	20.837	0.239
9.830	20.727	0.239
9.840	20.594	0.239
9.850	20.458	0.239
9.860	20.339	0.239
9.870	20.190	0.239
9.880	20.062	0.239
9.890	19.908	0.239
9.900	19.772	0.239
9.910	19.631	0.239
9.920	19.503	0.239
9.930	19.380	0.239
9.940	19.239	0.239
9.950	19.120	0.239
9.960	18.996	0.239
9.970	18.890	0.239
9.980	18.796	0.239
9.990	18.694	0.239
10.000	18.614	0.239
10.010	18.524	0.239
10.020	18.470	0.239
10.030	18.428	0.239
10.040	18.390	0.239
10.050	18.344	0.239
10.060	18.320	0.239
10.070	18.321	0.239
10.080	18.318	0.239
10.090	18.345	0.239
10.100	18.367	0.239
10.110	18.416	0.239
10.120	18.477	0.239
10.130	18.534	0.239
10.140	18.617	0.239
10.150	18.696	0.239
10.160	18.791	0.239
10.170	18.895	0.239
10.180	18.996	0.239
10.190	19.121	0.239
10.200	19.234	0.239
10.210	19.373	0.239
10.220	19.499	0.239
10.230	19.638	0.239
10.240	19.781	0.239
10.250	19.915	0.239
10.260	20.058	0.239
10.270	20.192	0.239
10.280	20.331	0.239
10.290	20.449	0.239
10.300	20.591	0.239
10.310	20.713	0.239
10.320	20.826	0.239
10.330	20.939	0.239
10.340	21.035	0.239
10.350	21.131	0.239
10.360	21.205	0.239
10.370	21.292	0.239
10.380	21.362	0.239
10.390	21.406	0.239
10.400	21.459	0.239
10.410	21.482	0.239
10.420	21.504	0.239
10.430	21.518	0.239
10.440	21.511	0.239
10.450	21.494	0.239
10.460	21.457	0.239
10.470	21.424	0.239
10.480	21.365	0.239
10.490	21.310	0.239
10.500	21.238	0.239
10.510	21.144	0.239
10.520	21.060	0.239
10.530	20.958	0.239
10.540	20.855	0.239
10.550	20.728	0.239
10.560	20.617	0.239
10.570	20.489	0.239
10.580	20.353	0.239
10.590	20.225	0.239
10.600	20.076	0.239
10.610	19.943	0.239
10.620	19.824	0.239
10.630	19.684	0.239
10.640	19.556	0.239
10.650	19.415	0.239
10.660	19.292	0.239
10.670	19.160	0.239
10.680	19.053	0.239
10.690	18.947	0.239
10.700	18.836	0.239
10.710	18.751	0.239
10.720	18.662	0.239
10.730	18.586	0.239
10.740	18.510	0.239
10.750	18.459	0.239
10.760	18.417	0.239
10.770	18.376	0.239
10.780	18.359	0.239
10.790	18.343	0.239
10.800	18.353	0.239
10.810	18.367	0.239
10.820	18.403	0.239
10.830	18.447	0.239
10.840	18.495	0.239
10.850	18.565	0.239
10.860	18.635	0.239
10.870	18.722	0.239
10.880	18.818	0.239
10.890	18.897	0.239
10.900	18.992	0.239
10.910	19.101	0.239
10.920	19.227	0.239
10.930	19.357	0.239
10.940	19.491	0.239
10.950	19.630	0.239
10.960	19.756	0.239
10.970	19.903	0.239
10.980	20.042	0.239
10.990	20.181	0.239
11.000	20.315	0.239
11.010	20.441	0.239
11.020	20.584	0.239
11.030	20.697	0.239
11.040	20.818	0.239
11.050	20.927	0.239
11.060	21.031	0.239
11.070	21.114	0.239
11.080	21.210	0.239
11.090	21.297	0.239
11.100	21.354	0.239
11.110	21.416	0.239
11.120	21.455	0.239
11.130	21.495	0.239
11.140	21.518	0.239
11.150	21.519	0.239
11.160	21.520	0.239
11.170	21.500	0.239
11.180	21.479	0.239
11.190	21.433	0.239
11.200	21.392	0.239
11.210	21.337	0.239
11.220	21.256	0.239
11.230	21.176	0.239
11.240	21.078	0.239
11.250	20.989	0.239
11.260	20.874	0.239
11.270	20.763	0.239
11.280	20.652	0.239
11.290	20.508	0.239
11.300	20.388	0.239
11.310	20.248	0.239
11.320	20.115	0.239
11.330	19.988	0.239
11.340	19.830	0.239
11.350	19.706	0.239
11.360	19.565	0.239
11.370	19.438	0.239
11.380	19.297	0.239
11.390	19.165	0.239
11.400	19.058	0.239
11.410	18.935	0.239
11.420	18.833	0.239
11.430	18.731	0.239
11.440	18.650	0.239
11.450	18.561	0.239
11.460	18.493	0.239
11.470	18.439	0.239
11.480	18.389	0.239
11.490	18.376	0.239
11.500	18.348	0.239
11.510	18.345	0.239
11.520	18.337	0.239
11.530	18.351	0.239
11.540	18.383	0.239
11.550	18.413	0.239
11.560	18.462	0.239
11.570	18.515	0.239
11.580	18.593	0.239
11.590	18.680	0.239
11.600	18.742	0.239
11.610	18.842	0.239
11.620	18.938	0.239
11.630	19.059	0.239
11.640	19.163	0.239
11.650	19.315	0.239
11.660	19.458	0.239
11.670	19.580	0.239
11.680	19.719	0.239
11.690	19.823	0.239
11.700	19.974	0.239
11.710	20.105	0.239
11.720	20.247	0.239
11.730	20.386	0.239
11.740	20.508	0.239
11.750	20.646	0.239
11.760	20.755	0.239
11.770	20.877	0.239
11.780	20.977	0.239
11.790	21.077	0.239
11.800	21.168	0.239
11.810	21.242	0.239
11.820	21.321	0.239
11.830	21.369	0.239
11.840	21.426	0.239
11.850	21.466	0.239
11.860	21.485	0.239
11.870	21.503	0.239
11.880	21.500	0.239
11.890	21.497	0.239
11.900	21.463	0.239
11.910	21.439	0.239
11.920	21.401	0.239
11.930	21.342	0.239
11.940	21.279	0.239
11.950	21.190	0.239
11.960	21.105	0.239
11.970	21.007	0.239
11.980	20.914	0.239
11.990	20.803	0.239
12.000	20.680	0.239
12.010	20.560	0.239
12.020	20.419	0.239
12.030	20.305	0.239
12.040	20.173	0.239
12.050	20.032	0.239
12.060	19.895	0.239
12.070	19.750	0.239
12.080	19.627	0.239
12.090	19.486	0.239
12.100	19.367	0.239
12.110	19.235	0.239
12.120	19.107	0.239
12.130	19.005	0.239
12.140	18.898	0.239
12.150	18.814	0.239
12.160	18.720	0.239
12.170	18.644	0.239
12.180	18.581	0.239
12.190	18.508	0.239
12.200	18.467	0.239
12.210	18.421	0.239
12.220	18.400	0.239
12.230	18.376	0.239
12.240	18.377	0.239
12.250	18.391	0.239
12.260	18.405	0.239
12.270	18.441	0.239
12.280	18.476	0.239
12.290	18.537	0.239
12.300	18.590	0.239
12.310	18.656	0.239
12.320	18.747	0.239
12.330	18.834	0.239
12.340	18.938	0.239
12.350	19.043	0.239
12.360	19.165	0.239
12.370	19.295	0.239
12.380	19.416	0.239
12.390	19.551	0.239
12.400	19.668	0.239
12.410	19.807	0.239
12.420	19.941	0.239
12.430	20.080	0.239
12.440	20.223	0.239
12.450	20.344	0.239
12.460	20.470	0.239
12.470	20.596	0.239
12.480	20.717	0.239
12.490	20.822	0.239
12.500	20.935	0.239
12.510	21.035	0.239
12.520	21.113	0.239
12.530	21.196	0.239
12.540	21.266	0.239
12.550	21.332	0.239
12.560	21.389	0.239
12.570	21.420	0.239
12.580	21.451	0.239
12.590	21.461	0.239
12.600	21.471	0.239
12.610	21.455	0.239
12.620	21.443	0.239
12.630	21.418	0.239
12.640	21.368	0.239
12.650	21.322	0.239
12.660	21.250	0.239
12.670	21.178	0.239
12.680	21.085	0.239
12.690	20.999	0.239
12.700	20.906	0.239
12.710	20.787	0.239
12.720	20.685	0.239
12.730	20.557	0.239
12.740	20.434	0.239
12.750	20.319	0.239
12.760	20.178	0.239
12.770	20.050	0.239
12.780	19.905	0.239
12.790	19.769	0.239
12.800	19.632	0.239
12.810	19.509	0.239
12.820	19.385	0.239
12.830	19.249	0.239
12.840	19.134	0.239
12.850	19.032	0.239
12.860	18.934	0.239
12.870	18.828	0.239
12.880	18.743	0.239
12.890	18.662	0.239
12.900	18.577	0.239
12.910	18.518	0.239
12.920	18.455	0.239
12.930	18.422	0.239
12.940	18.380	0.239
12.950	18.373	0.239
12.960	18.373	0.239
12.970	18.375	0.239
12.980	18.398	0.239
12.990	18.420	0.239
13.000	18.464	0.239
13.010	18.526	0.239
13.020	18.582	0.239
13.030	18.661	0.239
13.040	18.736	0.239
13.050	18.831	0.239
13.060	18.923	0.239
13.070	19.040	0.239
13.080	19.157	0.239
13.090	19.274	0.239
13.100	19.409	0.239
13.110	19.530	0.239
13.120	19.665	0.239
13.130	19.769	0.239
13.140	19.916	0.239
13.150	20.059	0.239
13.160	20.185	0.239
13.170	20.324	0.239
13.180	20.437	0.239
13.190	20.576	0.239
13.200	20.701	0.239
13.210	20.806	0.239
13.220	20.927	0.239
13.230	21.015	0.239
13.240	21.110	0.239
13.250	21.193	0.239
13.260	21.276	0.239
13.270	21.346	0.239
13.280	21.394	0.239
13.290	21.443	0.239
13.300	21.466	0.239
13.310	21.492	0.239
13.320	21.489	0.239
13.330	21.491	0.239
13.340	21.478	0.239
13.350	21.445	0.239
13.360	21.412	0.239
13.370	21.357	0.239
13.380	21.303	0.239
13.390	21.227	0.239
13.400	21.146	0.239
13.410	21.065	0.239
13.420	20.963	0.239
13.430	20.861	0.239
13.440	20.742	0.239
13.450	20.636	0.239
13.460	20.508	0.239
13.470	20.376	0.239
13.480	20.252	0.239
13.490	20.107	0.239
13.500	19.983	0.239
13.510	19.830	0.239
13.520	19.706	0.239
13.530	19.579	0.239
13.540	19.442	0.239
13.550	19.323	0.239
13.560	19.187	0.239
13.570	19.080	0.239
13.580	18.965	0.239
13.590	18.868	0.239
13.600	18.783	0.239
13.610	18.689	0.239
13.620	18.617	0.239
13.630	18.541	0.239
13.640	18.486	0.239
13.650	18.432	0.239
13.660	18.403	0.239
13.670	18.382	0.239
13.680	18.366	0.239
13.690	18.376	0.239
13.700	18.381	0.239
13.710	18.413	0.239
13.720	18.453	0.239
13.730	18.492	0.239
13.740	18.558	0.239
13.750	18.624	0.239
13.760	18.706	0.239
13.770	18.785	0.239
13.780	18.881	0.239
13.790	18.985	0.239
13.800	19.094	0.239
13.810	19.211	0.239
13.820	19.332	0.239
13.830	19.467	0.239
13.840	19.584	0.239
13.850	19.723	0.239
13.860	19.857	0.239
13.870	19.992	0.239
13.880	20.130	0.239
13.890	20.256	0.239
13.900	20.382	0.239
13.910	20.517	0.239
13.920	20.634	0.239
13.930	20.751	0.239
13.940	20.855	0.239
13.950	20.964	0.239
13.960	21.051	0.239
13.970	21.138	0.239
13.980	21.226	0.239
13.990	21.291	0.239
14.000	21.357	0.239
14.010	21.392	0.239
14.020	21.432	0.239
14.030	21.446	0.239
14.040	21.465	0.239
14.050	21.470	0.239
14.060	21.450	0.239
14.070	21.434	0.239
14.080	21.392	0.239
14.090	21.354	0.239
14.100	21.291	0.239
14.110	21.227	0.239
14.120	21.151	0.239
14.130	21.062	0.239
14.140	20.973	0.239
14.150	20.867	0.239
14.160	20.760	0.239
14.170	20.654	0.239
14.180	20.526	0.239
14.190	20.403	0.239
14.200	20.275	0.239
14.210	20.142	0.239
14.220	20.006	0.239
14.230	19.891	0.239
14.240	19.768	0.239
14.250	19.627	0.239
14.260	19.504	0.239
14.270	19.371	0.239
14.280	19.252	0.239
14.290	19.129	0.239
14.300	19.027	0.239
14.310	18.929	0.239
14.320	18.831	0.239
14.330	18.751	0.239
14.340	18.670	0.239
14.350	18.607	0.239
14.360	18.539	0.239
14.370	18.497	0.239
14.380	18.464	0.239
14.390	18.431	0.239
14.400	18.423	0.239
14.410	18.411	0.239
14.420	18.425	0.239
14.430	18.457	0.239
14.440	18.484	0.239
14.450	18.536	0.239
14.460	18.585	0.239
14.470	18.659	0.239
14.480	18.725	0.239
14.490	18.795	0.239
14.500	18.895	0.239
14.510	18.982	0.239
14.520	19.099	0.239
14.530	19.203	0.239
14.540	19.334	0.239
14.550	19.451	0.239
14.560	19.585	0.239
14.570	19.715	0.239
14.580	19.841	0.239
14.590	19.989	0.239
14.600	20.110	0.239
14.610	20.249	0.239
14.620	20.379	0.239
14.630	20.496	0.239
14.640	20.635	0.239
14.650	20.735	0.239
14.660	20.852	0.239
14.670	20.952	0.239
14.680	21.048	0.239
14.690	21.140	0.239
14.700	21.209	0.239
14.710	21.284	0.239
14.720	21.337	0.239
14.730	21.389	0.239
14.740	21.416	0.239
14.750	21.448	0.239
14.760	21.466	0.239
14.770	21.458	0.239
14.780	21.455	0.239
14.790	21.426	0.239
14.800	21.397	0.239
14.810	21.347	0.239
14.820	21.300	0.239
14.830	21.237	0.239
14.840	21.153	0.239
14.850	21.076	0.239
14.860	20.978	0.239
14.870	20.885	0.239
14.880	20.779	0.239
14.890	20.664	0.239
14.900	20.545	0.239
14.910	20.408	0.239
14.920	20.297	0.239
14.930	20.152	0.239
14.940	20.029	0.239
14.950	19.897	0.239
14.960	19.756	0.239
14.970	19.633	0.239
14.980	19.501	0.239
14.990	19.381	0.239
15.000	19.245	0.239
15.010	19.126	0.239
15.020	19.024	0.239
15.030	18.913	0.239
15.040	18.819	0.239
15.050	18.726	0.239
15.060	18.654	0.239
15.070	18.573	0.239
15.080	18.532	0.239
15.090	18.490	0.239
15.100	18.444	0.239
15.110	18.428	0.239
15.120	18.403	0.239
15.130	18.404	0.239
15.140	18.422	0.239
15.150	18.432	0.239
15.160	18.463	0.239
15.170	18.499	0.239
15.180	18.560	0.239
15.190	18.613	0.239
15.200	18.696	0.239
15.210	18.783	0.239
15.220	18.866	0.239
15.230	18.966	0.239
15.240	19.070	0.239
15.250	19.183	0.239
15.260	19.296	0.239
15.270	19.430	0.239
15.280	19.556	0.239
15.290	19.669	0.239
15.300	19.795	0.239
15.310	19.917	0.239
15.320	20.060	0.239
15.330	20.181	0.239
15.340	20.316	0.239
15.350	20.446	0.239
15.360	20.567	0.239
15.370	20.689	0.239
15.380	20.793	0.239
15.390	20.910	0.239
15.400	21.015	0.239
15.410	21.093	0.239
15.420	21.181	0.239
15.430	21.251	0.239
15.440	21.316	0.239
15.450	21.360	0.239
15.460	21.405	0.239
15.470	21.440	0.239
15.480	21.450	0.239
15.490	21.460	0.239
15.500	21.443	0.239
15.510	21.436	0.239
15.520	21.403	0.239
15.530	21.374	0.239
15.540	21.328	0.239
15.550	21.260	0.239
15.560	21.193	0.239
15.570	21.103	0.239
15.580	21.027	0.239
15.590	20.938	0.239
15.600	20.823	0.239
15.610	20.717	0.239
15.620	20.593	0.239
15.630	20.469	0.239
15.640	20.342	0.239
15.650	20.222	0.239
15.660	20.095	0.239
15.670	19.962	0.239
15.680	19.826	0.239
15.690	19.690	0.239
15.700	19.570	0.239
15.710	19.438	0.239
15.720	19.323	0.239
15.730	19.200	0.239
15.740	19.085	0.239
15.750	18.983	0.239
15.760	18.877	0.239
15.770	18.817	0.239
15.780	18.728	0.239
15.790	18.661	0.239
15.800	18.601	0.239
15.810	18.538	0.239
15.820	18.501	0.239
15.830	18.463	0.239
15.840	18.451	0.239
15.850	18.448	0.239
15.860	18.441	0.239
15.870	18.442	0.239
15.880	18.460	0.239
15.890	18.500	0.239
15.900	18.540	0.239
15.910	18.606	0.239
15.920	18.680	0.239
15.930	18.750	0.239
15.940	18.841	0.239
15.950	18.924	0.239
15.960	19.033	0.239
15.970	19.133	0.239
15.980	19.255	0.239
15.990	19.384	0.239
16.000	19.502	0.239
16.010	19.627	0.239
16.020	19.749	0.239
16.030	19.884	0.239
16.040	20.009	0.239
16.050	20.144	0.239
16.060	20.278	0.239
16.070	20.391	0.239
16.080	20.517	0.239
16.090	20.630	0.239
16.100	20.743	0.239
16.110	20.856	0.239
16.120	20.947	0.239
16.130	21.043	0.239
16.140	21.113	0.239
16.150	21.187	0.239
16.160	21.248	0.239
16.170	21.310	0.239
16.180	21.363	0.239
16.190	21.385	0.239
16.200	21.408	0.239
16.210	21.409	0.239
16.220	21.410	0.239
16.230	21.390	0.239
16.240	21.374	0.239
16.250	21.345	0.239
16.260	21.294	0.239
16.270	21.240	0.239
16.280	21.159	0.239
16.290	21.091	0.239
16.300	21.015	0.239
16.310	20.922	0.239
16.320	20.824	0.239
16.330	20.709	0.239
16.340	20.607	0.239
16.350	20.475	0.239
16.360	20.360	0.239
16.370	20.245	0.239
16.380	20.104	0.239
16.390	19.981	0.239
16.400	19.836	0.239
16.410	19.712	0.239
16.420	19.593	0.239
16.430	19.482	0.239
16.440	19.368	0.239
16.450	19.239	0.239
16.460	19.129	0.239
16.470	19.018	0.239
16.480	18.925	0.239
16.490	18.827	0.239
16.500	18.747	0.239
16.510	18.679	0.239
16.520	18.603	0.239
16.530	18.552	0.239
16.540	18.498	0.239
16.550	18.469	0.239
16.560	18.448	0.239
16.570	18.432	0.239
16.580	18.438	0.239
16.590	18.447	0.239
16.600	18.479	0.239
16.610	18.505	0.239
16.620	18.563	0.239
16.630	18.628	0.239
16.640	18.685	0.239
16.650	18.768	0.239
16.660	18.843	0.239
16.670	18.938	0.239
16.680	19.030	0.239
16.690	19.143	0.239
16.700	19.260	0.239
16.710	19.377	0.239
16.720	19.503	0.239
16.730	19.624	0.239
16.740	19.733	0.239
16.750	19.855	0.239
16.760	20.002	0.239
16.770	20.132	0.239
16.780	20.258	0.239
16.790	20.388	0.239
16.800	20.501	0.239
16.810	20.631	0.239
16.820	20.744	0.239
16.830	20.844	0.239
16.840	20.957	0.239
16.850	21.036	0.239
16.860	21.123	0.239
16.870	21.193	0.239
16.880	21.271	0.239
16.890	21.333	0.239
16.900	21.372	0.239
16.910	21.408	0.239
16.920	21.426	0.239
16.930	21.445	0.239
16.940	21.437	0.239
16.950	21.434	0.239
16.960	21.418	0.239
16.970	21.376	0.239
16.980	21.339	0.239
16.990	21.280	0.239
17.000	21.216	0.239
17.010	21.131	0.239
17.020	21.060	0.239
17.030	20.975	0.239
17.040	20.868	0.239
17.050	20.766	0.239
17.060	20.651	0.239
17.070	20.532	0.239
17.080	20.417	0.239
17.090	20.290	0.239
17.100	20.161	0.239
17.110	20.029	0.239
17.120	19.893	0.239
17.130	19.756	0.239
17.140	19.637	0.239
17.150	19.514	0.239
17.160	19.386	0.239
17.170	19.267	0.239
17.180	19.139	0.239
17.190	19.041	0.239
17.200	18.926	0.239
17.210	18.841	0.239
17.220	18.765	0.239
17.230	18.680	0.239
17.240	18.617	0.239
17.250	18.549	0.239
17.260	18.503	0.239
17.270	18.470	0.239
17.280	18.437	0.239
17.290	18.425	0.239
17.300	18.409	0.239
17.310	18.423	0.239
17.320	18.433	0.239
17.330	18.472	0.239
17.340	18.521	0.239
17.350	18.565	0.239
17.360	18.639	0.239
17.370	18.705	0.239
17.380	18.792	0.239
17.390	18.871	0.239
17.400	18.966	0.239
17.410	19.084	0.239
17.420	19.184	0.239
17.430	19.310	0.239
17.440	19.427	0.239
17.450	19.553	0.239
17.460	19.670	0.239
17.470	19.800	0.239
17.480	19.943	0.239
17.490	20.065	0.239
17.500	20.199	0.239
17.510	20.316	0.239
17.520	20.446	0.239
17.530	20.572	0.239
17.540	20.681	0.239
17.550	20.794	0.239
17.560	20.894	0.239
17.570	20.994	0.239
17.580	21.073	0.239
17.590	21.155	0.239
17.600	21.230	0.239
17.610	21.282	0.239
17.620	21.339	0.239
17.630	21.366	0.239
17.640	21.402	0.239
17.650	21.407	0.239
17.660	21.421	0.239
17.670	21.418	0.239
17.680	21.393	0.239
17.690	21.373	0.239
17.700	21.327	0.239
17.710	21.281	0.239
17.720	21.209	0.239
17.730	21.141	0.239
17.740	21.070	0.239
17.750	20.976	0.239
17.760	20.887	0.239
17.770	20.772	0.239
17.780	20.674	0.239
17.790	20.563	0.239
17.800	20.431	0.239
17.810	20.316	0.239
17.820	20.184	0.239
17.830	20.061	0.239
17.840	19.924	0.239
17.850	19.818	0.239
17.860	19.699	0.239
17.870	19.571	0.239
17.880	19.456	0.239
17.890	19.328	0.239
17.900	19.209	0.239
17.910	19.098	0.239
17.920	19.000	0.239
17.930	18.911	0.239
17.940	18.818	0.239
17.950	18.746	0.239
17.960	18.670	0.239
17.970	18.615	0.239
17.980	18.573	0.239
17.990	18.527	0.239
18.000	18.502	0.239
18.010	18.478	0.239
18.020	18.479	0.239
18.030	18.476	0.239
18.040	18.499	0.239
18.050	18.530	0.239
18.060	18.561	0.239
18.070	18.618	0.239
18.080	18.671	0.239
18.090	18.745	0.239
18.100	18.815	0.239
18.110	18.906	0.239
18.120	19.002	0.239
18.130	19.085	0.239
18.140	19.185	0.239
18.150	19.302	0.239
18.160	19.428	0.239
18.170	19.541	0.239
18.180	19.667	0.239
18.190	19.797	0.239
18.200	19.923	0.239
18.210	20.062	0.239
18.220	20.179	0.239
18.230	20.313	0.239
18.240	20.435	0.239
