Motion Sensor Data File Thu, Oct 07, 2021 10:26 AM
Time (s)	Velocity (cm/s)
6.100	NaN
6.110	-0.731
6.120	-2.064
6.130	-4.601
6.140	-4.601
6.150	-6.794
6.160	-6.321
6.170	-9.331
6.180	-9.804
6.190	-9.761
6.200	-11.911
6.210	-11.911
6.220	-13.244
6.230	-12.771
6.240	-13.631
6.250	-13.674
6.260	-14.491
6.270	-14.491
6.280	-14.964
6.290	-14.491
6.300	-13.201
6.310	-13.631
6.320	-14.534
6.330	-13.631
6.340	-12.771
6.350	-9.374
6.360	-11.911
6.370	-9.331
6.380	-8.901
6.390	-9.374
6.400	-6.751
6.410	-8.901
6.420	-4.644
6.430	-4.171
6.440	-2.021
6.450	-0.774
6.460	-0.731
6.470	3.999
6.480	1.806
6.490	3.999
6.500	5.289
6.510	4.816
6.520	7.869
6.530	8.299
6.540	9.546
6.550	9.589
6.560	9.159
6.570	12.556
6.580	11.739
6.590	13.416
6.600	13.029
6.610	14.319
6.620	12.556
6.630	14.749
6.640	15.609
6.650	13.416
6.660	14.749
6.670	12.556
6.680	14.749
6.690	13.889
6.700	11.266
6.710	13.029
6.720	9.589
6.730	10.406
6.740	8.729
6.750	8.729
6.760	7.826
6.770	5.289
6.780	5.289
6.790	2.666
6.800	3.569
6.810	0.989
6.820	0.516
6.830	-0.301
6.840	-2.881
6.850	-2.924
6.860	-5.891
6.870	-5.031
6.880	-7.224
6.890	-7.611
6.900	-9.331
6.910	-10.234
6.920	-10.191
6.930	-12.771
6.940	-11.524
6.950	-12.341
6.960	-15.351
6.970	-12.341
6.980	-15.394
6.990	-13.631
7.000	-13.201
7.010	-13.244
7.020	-13.201
7.030	-14.491
7.040	-12.341
7.050	-14.534
7.060	-11.481
7.070	-12.771
7.080	-10.664
7.090	-10.191
7.100	-10.191
7.110	-8.944
7.120	-8.471
7.130	-5.891
7.140	-4.171
7.150	-4.644
7.160	-2.021
7.170	-1.591
7.180	0.516
7.190	0.559
7.200	3.139
7.210	3.956
7.220	3.569
7.230	6.579
7.240	6.106
7.250	8.299
7.260	8.299
7.270	10.836
7.280	11.309
7.290	10.836
7.300	12.599
7.310	10.449
7.320	14.706
7.330	13.029
7.340	14.319
7.350	14.706
7.360	14.749
7.370	14.319
7.380	13.416
7.390	13.889
7.400	13.846
7.410	13.029
7.420	12.599
7.430	11.696
7.440	11.739
7.450	9.159
7.460	10.406
7.470	9.589
7.480	6.579
7.490	6.536
7.500	4.859
7.510	4.859
7.520	1.806
7.530	2.279
7.540	1.419
7.550	-1.634
7.560	-1.591
7.570	-3.741
7.580	-4.214
7.590	-6.321
7.600	-5.891
7.610	-7.224
7.620	-10.191
7.630	-9.331
7.640	-10.664
7.650	-11.051
7.660	-11.911
7.670	-12.771
7.680	-13.674
7.690	-13.631
7.700	-13.631
7.710	-14.964
7.720	-13.631
7.730	-14.921
7.740	-14.104
7.750	-13.631
7.760	-14.061
7.770	-13.201
7.780	-13.244
7.790	-11.481
7.800	-10.621
7.810	-11.094
7.820	-8.901
7.830	-9.761
7.840	-8.041
7.850	-6.364
7.860	-6.751
7.870	-1.591
7.880	-3.784
7.890	-1.591
7.900	-1.591
7.910	1.376
7.920	2.709
7.930	-0.301
7.940	5.246
7.950	4.429
7.960	7.009
7.970	6.966
7.980	9.589
7.990	9.589
8.000	9.546
8.010	13.029
8.020	11.696
8.030	12.599
8.040	12.599
8.050	12.556
8.060	14.319
8.070	13.459
8.080	15.136
8.090	13.889
8.100	15.179
8.110	14.706
8.120	12.169
8.130	14.276
8.140	11.739
8.150	12.599
8.160	10.836
8.170	10.879
8.180	10.019
8.190	8.256
8.200	8.729
8.210	6.149
8.220	6.536
8.230	3.569
8.240	4.429
8.250	2.666
8.260	0.559
8.270	0.129
8.280	-2.494
8.290	-2.451
8.300	-3.741
8.310	-5.934
8.320	-5.891
8.330	-8.041
8.340	-8.514
8.350	-10.191
8.360	-9.331
8.370	-10.234
8.380	-12.771
8.390	-11.051
8.400	-14.061
8.410	-12.814
8.420	-13.631
8.430	-14.061
8.440	-12.814
8.450	-16.211
8.460	-13.201
8.470	-12.341
8.480	-13.244
8.490	-13.631
8.500	-13.201
8.510	-11.094
8.520	-12.341
8.530	-9.761
8.540	-10.234
8.550	-8.041
8.560	-10.191
8.570	-7.611
8.580	-5.504
8.590	-5.031
8.600	-3.741
8.610	-0.774
8.620	-0.301
8.630	0.559
8.640	0.516
8.650	3.569
8.660	3.139
8.670	5.246
8.680	5.719
8.690	5.719
8.700	9.546
8.710	8.299
8.720	10.879
8.730	9.546
8.740	12.169
8.750	11.266
8.760	13.889
8.770	13.889
8.780	12.986
8.790	13.889
8.800	13.459
8.810	15.136
8.820	14.319
8.830	13.459
8.840	12.986
8.850	13.029
8.860	13.416
8.870	10.449
8.880	13.029
8.890	10.406
8.900	9.159
8.910	9.589
8.920	7.396
8.930	7.439
8.940	5.289
8.950	5.246
8.960	3.569
8.970	1.849
8.980	1.806
8.990	-1.161
9.000	-0.731
9.010	-2.064
9.020	-4.601
9.030	-4.171
9.040	-6.364
9.050	-6.751
9.060	-8.901
9.070	-8.944
9.080	-8.901
9.090	-11.051
9.100	-11.911
9.110	-12.384
9.120	-12.771
9.130	-14.061
9.140	-12.384
9.150	-13.631
9.160	-14.061
9.170	-14.491
9.180	-14.104
9.190	-12.771
9.200	-14.491
9.210	-12.384
9.220	-13.631
9.230	-12.771
9.240	-8.944
9.250	-11.481
9.260	-9.761
9.270	-8.471
9.280	-8.944
9.290	-6.751
9.300	-6.751
9.310	-4.214
9.320	-4.171
9.330	-1.591
9.340	-1.204
9.350	-0.731
9.360	1.419
9.370	1.376
9.380	3.569
9.390	3.569
9.400	6.536
9.410	7.439
9.420	7.869
9.430	9.546
9.440	9.589
9.450	11.309
9.460	12.556
9.470	11.309
9.480	13.889
9.490	12.556
9.500	13.889
9.510	11.696
9.520	13.029
9.530	15.609
9.540	12.556
9.550	14.749
9.560	12.169
9.570	14.276
9.580	13.029
9.590	12.599
9.600	12.986
9.610	10.019
9.620	10.406
9.630	8.729
9.640	9.159
9.650	6.536
9.660	6.579
9.670	5.289
9.680	3.096
9.690	3.139
9.700	0.989
9.710	0.946
9.720	-0.301
9.730	-2.881
9.740	-2.924
9.750	-5.461
9.760	-4.601
9.770	-7.181
9.780	-7.654
9.790	-8.471
9.800	-10.621
9.810	-9.374
9.820	-12.771
9.830	-11.051
9.840	-13.244
9.850	-13.631
9.860	-11.911
9.870	-14.921
9.880	-12.814
9.890	-15.351
9.900	-13.631
9.910	-14.104
9.920	-12.771
9.930	-12.341
9.940	-14.061
9.950	-11.954
9.960	-12.341
9.970	-10.621
9.980	-9.374
9.990	-10.191
10.000	-8.041
10.010	-8.944
10.020	-5.461
10.030	-4.171
10.040	-3.784
10.050	-4.601
10.060	-2.451
10.070	0.129
10.080	-0.344
10.090	2.709
10.100	2.279
10.110	4.816
10.120	6.149
10.130	5.719
10.140	8.256
10.150	7.869
10.160	9.546
10.170	10.449
10.180	10.019
10.190	12.556
10.200	11.309
10.210	13.889
10.220	12.556
10.230	13.889
10.240	14.319
10.250	13.416
10.260	14.319
10.270	13.416
10.280	13.889
10.290	11.739
10.300	14.276
10.310	12.169
10.320	11.309
10.330	11.266
10.340	9.589
10.350	9.589
10.360	7.396
10.370	8.729
10.380	7.009
10.390	4.386
10.400	5.289
10.410	2.279
10.420	2.236
10.430	1.419
10.440	-0.731
10.450	-1.634
10.460	-3.741
10.470	-3.311
10.480	-5.934
10.490	-5.461
10.500	-7.181
10.510	-9.374
10.520	-8.471
10.530	-10.191
10.540	-10.234
10.550	-12.771
10.560	-11.051
10.570	-12.771
10.580	-13.674
10.590	-12.771
10.600	-14.921
10.610	-13.244
10.620	-11.911
10.630	-14.061
10.640	-12.771
10.650	-14.104
10.660	-12.341
10.670	-13.201
10.680	-10.664
10.690	-10.621
10.700	-11.051
10.710	-8.471
10.720	-8.944
10.730	-7.611
10.740	-7.611
10.750	-5.074
10.760	-4.171
10.770	-4.171
10.780	-1.634
10.790	-1.591
10.800	0.989
10.810	1.376
10.820	3.569
10.830	4.429
10.840	4.816
10.850	7.009
10.860	7.009
10.870	8.686
10.880	9.589
10.890	7.869
10.900	9.546
10.910	10.879
10.920	12.599
10.930	12.986
10.940	13.459
10.950	13.846
10.960	12.599
10.970	14.749
10.980	13.846
10.990	13.889
11.000	13.459
11.010	12.556
11.020	14.319
11.030	11.309
11.040	12.126
11.050	10.879
11.060	10.406
11.070	8.299
11.080	9.589
11.090	8.686
11.100	5.719
11.110	6.149
11.120	3.956
11.130	3.999
11.140	2.279
11.150	0.086
11.160	0.129
11.170	-2.021
11.180	-2.064
11.190	-4.601
11.200	-4.171
11.210	-5.461
11.220	-8.084
11.230	-8.041
11.240	-9.761
11.250	-8.944
11.260	-11.481
11.270	-11.051
11.280	-11.094
11.290	-14.491
11.300	-11.911
11.310	-14.061
11.320	-13.244
11.330	-12.771
11.340	-15.781
11.350	-12.384
11.360	-14.061
11.370	-12.771
11.380	-14.061
11.390	-13.244
11.400	-10.621
11.410	-12.341
11.420	-10.234
11.430	-10.191
11.440	-8.041
11.450	-8.944
11.460	-6.751
11.470	-5.461
11.480	-5.031
11.490	-1.204
11.500	-2.881
11.510	-0.301
11.520	-0.774
11.530	1.419
11.540	3.139
11.550	3.096
11.560	4.859
11.570	5.289
11.580	7.826
11.590	8.729
11.600	6.149
11.610	9.976
11.620	9.589
11.630	12.126
11.640	10.449
11.650	15.179
11.660	14.276
11.670	12.169
11.680	13.889
11.690	10.406
11.700	15.179
11.710	13.029
11.720	14.276
11.730	13.889
11.740	12.126
11.750	13.889
11.760	10.879
11.770	12.126
11.780	10.019
11.790	10.019
11.800	9.116
11.810	7.439
11.820	7.869
11.830	4.816
11.840	5.719
11.850	3.999
11.860	1.806
11.870	1.849
11.880	-0.301
11.890	-0.344
11.900	-3.311
11.910	-2.451
11.920	-3.784
11.930	-5.891
11.940	-6.321
11.950	-8.944
11.960	-8.471
11.970	-9.761
11.980	-9.331
11.990	-11.094
12.000	-12.341
12.010	-11.911
12.020	-14.104
12.030	-11.481
12.040	-13.201
12.050	-14.061
12.060	-13.674
12.070	-14.491
12.080	-12.341
12.090	-14.104
12.100	-11.911
12.110	-13.201
12.120	-12.814
12.130	-10.191
12.140	-10.621
12.150	-8.471
12.160	-9.374
12.170	-7.611
12.180	-6.321
12.190	-7.224
12.200	-4.171
12.210	-4.601
12.220	-2.064
12.230	-2.451
12.240	0.129
12.250	1.376
12.260	1.419
12.270	3.569
12.280	3.526
12.290	6.149
12.300	5.289
12.310	6.536
12.320	9.159
12.330	8.729
12.340	10.406
12.350	10.449
12.360	12.169
12.370	12.986
12.380	12.169
12.390	13.459
12.400	11.696
12.410	13.889
12.420	13.459
12.430	13.846
12.440	14.319
12.450	12.126
12.460	12.599
12.470	12.599
12.480	12.126
12.490	10.449
12.500	11.309
12.510	9.976
12.520	7.869
12.530	8.299
12.540	6.966
12.550	6.579
12.560	5.719
12.570	3.096
12.580	3.139
12.590	0.989
12.600	0.946
12.610	-1.591
12.620	-1.161
12.630	-2.494
12.640	-5.031
12.650	-4.601
12.660	-7.224
12.670	-7.181
12.680	-9.331
12.690	-8.514
12.700	-9.331
12.710	-11.911
12.720	-10.191
12.730	-12.814
12.740	-12.341
12.750	-11.481
12.760	-14.104
12.770	-12.771
12.780	-14.491
12.790	-13.631
12.800	-13.674
12.810	-12.341
12.820	-12.341
12.830	-13.674
12.840	-11.481
12.850	-10.191
12.860	-9.804
12.870	-10.621
12.880	-8.471
12.890	-8.041
12.900	-8.514
12.910	-5.891
12.920	-6.321
12.930	-3.354
12.940	-4.171
12.950	-0.731
12.960	0.086
12.970	0.129
12.980	2.279
12.990	2.236
13.000	4.429
13.010	6.149
13.020	5.676
13.030	7.869
13.040	7.439
13.050	9.546
13.060	9.159
13.070	11.739
13.080	11.696
13.090	11.739
13.100	13.459
13.110	12.126
13.120	13.459
13.130	10.406
13.140	14.749
13.150	14.319
13.160	12.556
13.170	13.889
13.180	11.309
13.190	13.846
13.200	12.599
13.210	10.449
13.220	12.126
13.230	8.729
13.240	9.589
13.250	8.256
13.260	8.299
13.270	7.009
13.280	4.816
13.290	4.859
13.300	2.279
13.310	2.666
13.320	-0.301
13.330	0.129
13.340	-1.204
13.350	-3.311
13.360	-3.311
13.370	-5.504
13.380	-5.461
13.390	-7.611
13.400	-8.084
13.410	-8.041
13.420	-10.191
13.430	-10.234
13.440	-11.911
13.450	-10.621
13.460	-12.771
13.470	-13.244
13.480	-12.341
13.490	-14.491
13.500	-12.384
13.510	-15.351
13.520	-12.341
13.530	-12.771
13.540	-13.674
13.550	-11.911
13.560	-13.631
13.570	-10.664
13.580	-11.481
13.590	-9.761
13.600	-8.471
13.610	-9.374
13.620	-7.181
13.630	-7.611
13.640	-5.504
13.650	-5.461
13.660	-2.881
13.670	-2.064
13.680	-1.591
13.690	0.989
13.700	0.516
13.710	3.139
13.720	3.999
13.730	3.956
13.740	6.579
13.750	6.579
13.760	8.256
13.770	7.869
13.780	9.589
13.790	10.406
13.800	10.879
13.810	11.739
13.820	12.126
13.830	13.459
13.840	11.739
13.850	13.846
13.860	13.459
13.870	13.416
13.880	13.889
13.890	12.599
13.900	12.556
13.910	13.459
13.920	11.739
13.930	11.696
13.940	10.449
13.950	10.879
13.960	8.686
13.970	8.729
13.980	8.729
13.990	6.536
14.000	6.579
14.010	3.569
14.020	3.956
14.030	1.419
14.040	1.849
14.050	0.516
14.060	-2.021
14.070	-1.591
14.080	-4.214
14.090	-3.741
14.100	-6.321
14.110	-6.364
14.120	-7.611
14.130	-8.901
14.140	-8.944
14.150	-10.621
14.160	-10.621
14.170	-10.621
14.180	-12.814
14.190	-12.341
14.200	-12.771
14.210	-13.244
14.220	-13.631
14.230	-11.481
14.240	-12.341
14.250	-14.104
14.260	-12.341
14.270	-13.201
14.280	-11.954
14.290	-12.341
14.300	-10.191
14.310	-9.804
14.320	-9.761
14.330	-8.041
14.340	-8.041
14.350	-6.364
14.360	-6.751
14.370	-4.171
14.380	-3.354
14.390	-3.311
14.400	-0.731
14.410	-1.204
14.420	1.419
14.430	3.139
14.440	2.666
14.450	5.289
14.460	4.859
14.470	7.396
14.480	6.579
14.490	7.009
14.500	9.976
14.510	8.729
14.520	11.739
14.530	10.406
14.540	13.029
14.550	11.739
14.560	13.416
14.570	13.029
14.580	12.599
14.590	14.706
14.600	12.169
14.610	13.846
14.620	13.029
14.630	11.739
14.640	13.846
14.650	10.019
14.660	11.739
14.670	9.976
14.680	9.589
14.690	9.159
14.700	6.966
14.710	7.439
14.720	5.289
14.730	5.246
14.740	2.709
14.750	3.139
14.760	1.806
14.770	-0.731
14.780	-0.301
14.790	-2.924
14.800	-2.881
14.810	-5.031
14.820	-4.644
14.830	-6.321
14.840	-8.471
14.850	-7.654
14.860	-9.761
14.870	-9.331
14.880	-10.621
14.890	-11.524
14.900	-11.911
14.910	-13.631
14.920	-11.094
14.930	-14.491
14.940	-12.341
14.950	-13.201
14.960	-14.104
14.970	-12.341
14.980	-13.201
14.990	-11.954
15.000	-13.631
15.010	-11.911
15.020	-10.191
15.030	-11.094
15.040	-9.331
15.050	-9.331
15.060	-7.224
15.070	-8.041
15.080	-4.171
15.090	-4.214
15.100	-4.601
15.110	-1.591
15.120	-2.494
15.130	0.129
15.140	1.849
15.150	0.946
15.160	3.139
15.170	3.569
15.180	6.106
15.190	5.289
15.200	8.299
15.210	8.686
15.220	8.299
15.230	10.019
15.240	10.406
15.250	11.309
15.260	11.309
15.270	13.416
15.280	12.599
15.290	11.309
15.300	12.556
15.310	12.169
15.320	14.319
15.330	12.126
15.340	13.459
15.350	12.986
15.360	12.169
15.370	12.169
15.380	10.406
15.390	11.739
15.400	10.449
15.410	7.826
15.420	8.729
15.430	7.009
15.440	6.536
15.450	4.429
15.460	4.429
15.470	3.526
15.480	0.989
15.490	0.989
15.500	-1.634
15.510	-0.731
15.520	-3.311
15.530	-2.924
15.540	-4.601
15.550	-6.751
15.560	-6.751
15.570	-8.944
15.580	-7.611
15.590	-8.901
15.600	-11.524
15.610	-10.621
15.620	-12.341
15.630	-12.384
15.640	-12.771
15.650	-11.911
15.660	-12.771
15.670	-13.244
15.680	-13.631
15.690	-13.631
15.700	-11.954
15.710	-13.201
15.720	-11.481
15.730	-12.341
15.740	-11.524
15.750	-10.191
15.760	-10.621
15.770	-5.934
15.780	-8.901
15.790	-6.751
15.800	-5.934
15.810	-6.321
15.820	-3.741
15.830	-3.741
15.840	-1.204
15.850	-0.301
15.860	-0.731
15.870	0.086
15.880	1.849
15.890	3.999
15.900	3.956
15.910	6.579
15.920	7.439
15.930	6.966
15.940	9.159
15.950	8.299
15.960	10.836
15.970	10.019
15.980	12.169
15.990	12.986
16.000	11.739
16.010	12.556
16.020	12.169
16.030	13.459
16.040	12.556
16.050	13.459
16.060	13.459
16.070	11.266
16.080	12.599
16.090	11.309
16.100	11.266
16.110	11.309
16.120	9.159
16.130	9.546
16.140	7.009
16.150	7.439
16.160	6.106
16.170	6.149
16.180	5.289
16.190	2.236
16.200	2.279
16.210	0.129
16.220	0.086
16.230	-2.021
16.240	-1.591
16.250	-2.924
16.260	-5.031
16.270	-5.461
16.280	-8.084
16.290	-6.751
16.300	-7.611
16.310	-9.374
16.320	-9.761
16.330	-11.481
16.340	-10.191
16.350	-13.244
16.360	-11.481
16.370	-11.481
16.380	-14.104
16.390	-12.341
16.400	-14.491
16.410	-12.341
16.420	-11.954
16.430	-11.051
16.440	-11.481
16.450	-12.814
16.460	-11.051
16.470	-11.051
16.480	-9.331
16.490	-9.804
16.500	-8.041
16.510	-6.751
16.520	-7.654
16.530	-5.031
16.540	-5.461
16.550	-2.924
16.560	-2.021
16.570	-1.591
16.580	0.516
16.590	0.989
16.600	3.139
16.610	2.666
16.620	5.719
16.630	6.579
16.640	5.676
16.650	8.299
16.660	7.439
16.670	9.546
16.680	9.159
16.690	11.309
16.700	11.696
16.710	11.739
16.720	12.599
16.730	12.126
16.740	10.879
16.750	12.169
16.760	14.706
16.770	13.029
16.780	12.599
16.790	12.986
16.800	11.309
16.810	12.986
16.820	11.309
16.830	10.019
16.840	11.266
16.850	7.869
16.860	8.729
16.870	6.966
16.880	7.869
16.890	6.149
16.900	3.956
16.910	3.569
16.920	1.849
16.930	1.806
16.940	-0.731
16.950	-0.301
16.960	-1.634
16.970	-4.171
16.980	-3.741
16.990	-5.891
17.000	-6.364
17.010	-8.471
17.020	-7.181
17.030	-8.514
17.040	-10.621
17.050	-10.191
17.060	-11.524
17.070	-11.911
17.080	-11.481
17.090	-12.771
17.100	-12.814
17.110	-13.201
17.120	-13.631
17.130	-13.674
17.140	-11.911
17.150	-12.341
17.160	-12.771
17.170	-11.954
17.180	-12.771
17.190	-9.761
17.200	-11.524
17.210	-8.471
17.220	-7.611
17.230	-8.471
17.240	-6.364
17.250	-6.751
17.260	-4.601
17.270	-3.354
17.280	-3.311
17.290	-1.161
17.300	-1.634
17.310	1.419
17.320	0.989
17.330	3.956
17.340	4.859
17.350	4.429
17.360	7.396
17.370	6.579
17.380	8.729
17.390	7.826
17.400	9.589
17.410	11.739
17.420	9.976
17.430	12.599
17.440	11.739
17.450	12.556
17.460	11.739
17.470	13.029
17.480	14.276
17.490	12.169
17.500	13.416
17.510	11.739
17.520	13.029
17.530	12.556
17.540	10.879
17.550	11.309
17.560	9.976
17.570	10.019
17.580	7.869
17.590	8.256
17.600	7.439
17.610	5.289
17.620	5.676
17.630	2.709
17.640	3.569
17.650	0.516
17.660	1.419
17.670	-0.301
17.680	-2.494
17.690	-2.021
17.700	-4.601
17.710	-4.644
17.720	-7.181
17.730	-6.751
17.740	-7.181
17.750	-9.374
17.760	-8.901
17.770	-11.481
17.780	-9.804
17.790	-11.051
17.800	-13.201
17.810	-11.524
17.820	-13.201
17.830	-12.341
17.840	-13.631
17.850	-10.664
17.860	-11.911
17.870	-12.771
17.880	-11.524
17.890	-12.771
17.900	-11.911
17.910	-11.051
17.920	-9.804
17.930	-8.901
17.940	-9.331
17.950	-7.224
17.960	-7.611
17.970	-5.461
17.980	-4.171
17.990	-4.644
18.000	-2.451
18.010	-2.451
18.020	0.086
18.030	-0.301
18.040	2.279
18.050	3.096
18.060	3.139
18.070	5.719
18.080	5.246
18.090	7.439
18.100	7.009
18.110	9.116
18.120	9.589
18.130	8.299
18.140	9.976
18.150	11.739
18.160	12.599
18.170	11.266
18.180	12.599
18.190	12.986
18.200	12.599
18.210	13.889
18.220	11.696
18.230	13.459
18.240	12.169
18.250	11.266
18.260	12.169
18.270	9.589
18.280	11.266
18.290	8.729
18.300	9.159
18.310	7.826
18.320	6.149
18.330	7.009
18.340	4.386
18.350	4.429
18.360	2.279
18.370	1.806
18.380	1.419
18.390	-1.591
18.400	-0.774
18.410	-3.311
18.420	-3.311
18.430	-5.934
18.440	-5.461
18.450	-6.751
18.460	-8.041
18.470	-7.654
18.480	-10.191
18.490	-10.191
18.500	-9.374
18.510	-11.911
18.520	-11.911
18.530	-12.384
18.540	-11.911
18.550	-13.631
18.560	-11.911
18.570	-13.244
18.580	-13.201
18.590	-11.481
18.600	-13.244
18.610	-11.051
18.620	-12.771
18.630	-10.191
18.640	-9.804
18.650	-10.191
18.660	-8.471
18.670	-6.364
18.680	-6.321
18.690	-6.751
18.700	-5.031
18.710	-3.784
18.720	-3.741
18.730	-1.161
18.740	-1.634
18.750	0.559
18.760	2.279
18.770	1.806
18.780	3.999
18.790	3.999
18.800	6.106
18.810	6.149
18.820	7.869
18.830	8.686
18.840	8.299
18.850	10.879
18.860	9.546
18.870	12.169
18.880	11.309
18.890	12.986
18.900	12.599
18.910	11.739
18.920	11.266
18.930	12.169
18.940	13.416
18.950	13.459
18.960	11.309
18.970	12.556
18.980	11.739
18.990	10.879
19.000	9.976
19.010	10.449
19.020	9.159
19.030	6.966
19.040	8.299
19.050	6.149
19.060	5.676
19.070	3.569
19.080	3.569
19.090	2.666
19.100	0.559
19.110	0.559
19.120	-2.064
19.130	-1.591
19.140	-4.171
19.150	-4.214
19.160	-5.031
19.170	-7.181
19.180	-6.751
19.190	-8.514
19.200	-8.041
19.210	-9.761
19.220	-11.524
19.230	-9.761
19.240	-13.201
19.250	-11.051
19.260	-12.814
19.270	-12.341
19.280	-11.911
19.290	-14.534
19.300	-11.911
19.310	-12.771
19.320	-11.481
19.330	-12.814
19.340	-11.481
19.350	-11.051
19.360	-10.664
19.370	-9.761
19.380	-8.901
19.390	-5.934
19.400	-8.471
19.410	-5.891
19.420	-5.031
19.430	-5.504
19.440	-2.881
19.450	-3.311
19.460	-0.774
19.470	0.559
19.480	0.129
19.490	2.666
19.500	-0.301
19.510	5.289
19.520	4.816
19.530	7.009
19.540	7.439
19.550	6.966
19.560	8.729
19.570	9.159
19.580	10.836
19.590	9.589
19.600	12.599
19.610	12.986
19.620	10.879
19.630	12.169
19.640	12.126
19.650	13.029
19.660	12.169
19.670	12.986
19.680	12.599
19.690	10.836
19.700	12.169
19.710	10.879
19.720	10.406
19.730	10.879
19.740	8.299
19.750	9.116
19.760	6.149
19.770	7.009
19.780	5.246
19.790	5.289
19.800	4.429
19.810	1.376
19.820	1.849
19.830	-0.301
19.840	-0.344
19.850	-2.451
19.860	-2.021
19.870	-3.741
19.880	-5.934
19.890	-5.891
19.900	-7.611
19.910	-6.794
19.920	-8.901
19.930	-9.331
19.940	-9.804
19.950	-11.051
19.960	-11.481
19.970	-12.341
19.980	-11.094
19.990	-11.911
20.000	-13.201
20.010	-12.384
20.020	-13.631
20.030	-9.761
20.040	-12.771
20.050	-11.524
20.060	-11.051
20.070	-12.341
20.080	-9.804
20.090	-10.621
20.100	-8.471
20.110	-8.901
20.120	-6.794
20.130	-5.891
20.140	-6.751
20.150	-4.214
20.160	-4.601
20.170	-2.021
20.180	-0.774
20.190	-1.161
20.200	1.419
20.210	0.989
20.220	3.956
20.230	3.139
20.240	5.719
20.250	6.536
20.260	6.149
20.270	8.729
20.280	7.396
20.290	10.019
20.300	9.116
20.310	11.309
20.320	12.169
20.330	8.686
20.340	12.599
20.350	11.309
20.360	12.986
20.370	13.029
20.380	13.029
20.390	12.986
20.400	12.169
20.410	11.739
20.420	11.266
20.430	12.169
20.440	10.449
20.450	9.976
20.460	10.019
20.470	7.439
20.480	7.826
20.490	6.149
20.500	6.579
20.510	5.246
20.520	3.139
20.530	3.139
20.540	0.946
20.550	0.989
20.560	-1.161
20.570	-1.204
20.580	-2.021
20.590	-4.601
